lat,lon,hour,solar_elevation,shadow_flag,surface_temp
35.665745860883014,139.72027124427268,10,61.58370956421943,0,31.96179713000002
35.665736004313565,139.7204647437531,10,61.58370956421943,0,31.96179713000002
35.660283506225255,139.72269787056044,10,61.58370956421943,0,31.450140251272753
35.66039879180739,139.72485869457327,10,61.58370956421943,0,31.545231639200022
35.66083958341461,139.7243457500565,10,61.58370956421943,0,31.922622823000033
35.6610669919456,139.72465554716598,10,61.58370956421943,0,32.31860993450001
35.66102522946374,139.7223229242724,10,61.58370956421943,0,32.01648545000001
35.66110502802299,139.7226679716997,10,61.58370956421943,0,31.790326460000028
35.661410700223904,139.72204250580714,10,61.58370956421943,0,32.207117747272754
35.66134739681638,139.7237644907888,10,61.58370956421943,0,32.075958998000026
35.66146775765132,139.7241323009152,10,61.58370956421943,0,32.44242770900002
35.66150156312351,139.72087442787625,10,61.58370956421943,0,34.15631788200002
35.661248079451376,139.72080923654266,10,61.58370956421943,0,34.06242107480003
35.661396985628144,139.724558741443,10,61.58370956421943,0,32.70601401800001
35.66150258756016,139.72048289117274,10,61.58370956421943,0,34.68137322650002
35.66186022456504,139.72104289936604,10,61.58370956421943,0,33.60378545450001
35.661500594724366,139.72148176686173,10,61.58370956421943,0,33.14766018000004
35.661767982346475,139.72358740933169,10,61.58370956421943,0,31.66093541400003
35.66168875184395,139.7221145993898,10,61.58370956421943,0,31.82341795733335
35.662120732509834,139.7212753144044,10,61.58370956421943,0,32.43131914400002
35.66173745122398,139.72158436774978,10,61.58370956421943,0,32.445712806000024
35.66200863865573,139.72380551021627,10,61.58370956421943,0,31.659416294000014
35.661835314857186,139.72075740776663,10,61.58370956421943,0,34.06234132100003
35.66223232804263,139.72044364092284,10,61.58370956421943,0,33.9099338807273
35.66194158521448,139.72004984872174,10,61.58370956421943,0,34.434079479500014
35.66199713990983,139.72029352364123,10,61.58370956421943,0,34.36158897200003
35.66216092277199,139.7200102430285,10,61.58370956421943,0,34.157545837333345
35.66239683878114,139.72066659189645,10,61.58370956421943,0,33.267503556800015
35.66257928142905,139.72032764165746,10,61.58370956421943,0,33.26744279200001
35.662349270568825,139.7233597553986,10,61.58370956421943,0,30.92941267250002
35.66285160194485,139.7201019148295,10,61.58370956421943,0,32.65105985200002
35.663375509674395,139.72294678221837,10,61.58370956421943,0,29.99092882000001
